Config,Filename,Model,Name,Species,Citations
0,"['pair_style quip\n', 'pair_coeff * * sw_example.xml ""IP SW"" 14\n']","['quip/sw_example.xml', 'quip/data_sw']",QUIP,Si-quip-xml,['Si'],{}
